a,b,c,d,e,f,g,h,i,j,k
26.2367,16.0221,16.0259,5.145,2.5177,0,2.2521,0.1679,0.0108,0.0004,0
25.9381,16.0126,16.0164,5.008,2.5159,0.0007,2.3167,0.1682,0.0096,0,0
25.9217,15.9837,15.9875,4.84,2.5177,0,2.2475,0.1685,0.0101,0.0005,0
25.8875,15.9585,15.9624,4.646,2.5209,0,2.205,0.1676,0.0095,0,0
25.8577,15.9423,15.9461,4.453,2.5232,0,2.1705,0.1743,0.0098,0.0003,0
25.8598,15.9295,15.9334,4.287,2.5292,0.0001,2.1448,0.1741,0.0101,0.0007,0
25.8459,15.9217,15.9256,4.171,2.5299,0,2.2514,0.174,0.0105,0.0002,0
25.8154,15.917,15.9209,4.101,2.531,0,2.2423,0.1691,0.0108,0.0002,0
25.6968,15.914,15.9178,4.094,2.5298,0,2.2666,0.1686,0.0096,0.0001,0
25.5401,15.9076,15.9114,4.144,2.5286,0.0009,2.2475,0.1688,0.0084,0.0006,0
25.4034,15.8938,15.8976,4.242,2.5277,0,2.2443,0.1694,0.0096,0.0005,0
25.3285,15.8768,15.8806,4.38,2.525,0.0006,2.2995,0.1532,0.008,0.0003,0
25.3429,15.8633,15.8672,4.541,2.521,0,2.2439,0.1531,0.0084,0.0008,0
25.3507,15.8564,15.8602,4.704,2.5177,0.0006,2.3041,0.1516,0.0095,0,0
25.4615,15.856,15.8598,4.852,2.5135,0.0005,2.217,0.1552,0.0099,0.0006,0
25.4368,15.8595,15.8633,4.976,2.5084,0.0005,2.274,0.1555,0.009,0.0002,0
25.4336,15.862,15.8658,5.079,2.4996,0.0008,2.1227,0.1559,0.0109,0.0002,0
25.7271,15.8626,15.8664,5.123,2.493,0,2.2068,0.1681,0.0098,0.0004,0
25.9464,15.8779,15.8817,5.108,2.4877,0.0003,2.2383,0.1675,0.0098,0,0
25.5291,15.9018,15.9056,5.033,2.4813,0,2.3272,0.1681,0.0085,0.0004,0
25.5057,15.9002,15.904,4.911,2.477,0.0008,2.347,0.1675,0.0093,0,0
25.4862,15.8926,15.8964,4.762,2.4734,0,2.2496,0.1682,0.0087,0.0005,0
25.484,15.888,15.8918,4.596,2.4689,0,2.2006,0.1676,0.011,0.0012,0
25.4151,15.8862,15.89,4.436,2.468,0.0007,2.3455,0.1684,0.0085,0.0001,0
25.4019,15.8835,15.8873,4.299,2.4681,0.0007,2.2866,0.1688,0.0095,0.0006,0
25.3883,15.881,15.8848,4.212,2.4686,0.0012,2.2935,0.1689,0.0085,0,0
25.3383,15.8786,15.8824,4.174,2.4673,0.0009,2.2359,0.1701,0.0083,0,0
25.2192,15.8742,15.878,4.181,2.467,0.0009,2.2635,0.1692,0.0095,0.0009,0
25.0021,15.8688,15.8726,4.242,2.4675,0,2.3269,0.1556,0.0081,0.0002,0
25.0492,15.8587,15.8625,4.334,2.4655,0,2.4182,0.1555,0.0093,0,0
25.0796,15.8452,15.849,4.461,2.464,0,2.3227,0.1555,0.0093,0.0003,0
25.0545,15.8343,15.8381,4.595,2.4607,0,2.3835,0.1526,0.0106,0.0004,0
25.1729,15.8276,15.8314,4.739,2.4593,0.0002,2.3151,0.1535,0.0104,0,0
25.2819,15.8303,15.8341,4.865,2.4549,0,2.2509,0.153,0.0091,0.0008,0
25.2587,15.8405,15.8443,4.966,2.4516,0.0008,2.2267,0.1523,0.0091,0,0
25.5122,15.849,15.8529,5.038,2.4466,0.0002,2.3234,0.1521,0.009,0,0
26.0622,15.8675,15.8713,5.064,2.4434,0.0002,2.4406,0.1521,0.0087,0,0
26.2872,15.9076,15.9114,5.055,2.44,0,2.2257,0.1521,0.0094,0.0011,0
25.7527,15.9484,15.9522,5.012,2.4376,0.0005,2.2966,0.1669,0.0092,0.0001,0
25.5546,15.951,15.9548,4.933,2.4363,0.0001,2.3158,0.1672,0.0093,0.0003,0
25.4508,15.9317,15.9355,4.819,2.4364,0.0011,2.3859,0.1661,0.0087,0,0
25.4558,15.913,15.9168,4.694,2.4392,0.0005,2.4096,0.1638,0.0085,0.0005,0
25.3392,15.9001,15.9039,4.583,2.443,0,2.3081,0.1633,0.0089,0.0007,0
25.2168,15.8887,15.8925,4.479,2.4488,0,2.3349,0.1628,0.0075,0.0001,0
25.1832,15.8752,15.879,4.405,2.4531,0.0005,2.351,0.1645,0.0104,0,0
25.0994,15.864,15.8678,4.374,2.4575,0,2.3069,0.1644,0.0098,0,0
25.0645,15.8552,15.859,4.376,2.4588,0.0001,2.4155,0.1641,0.0104,0.0002,0
24.9868,15.8502,15.854,4.422,2.4583,0.0006,2.44,0.1643,0.0108,0.0004,0
24.9303,15.8469,15.8507,4.49,2.4588,0.0002,2.3946,0.1539,0.0098,0.0002,0
24.9004,15.8421,15.8459,4.57,2.4556,0.0008,2.2947,0.155,0.0093,0,0
24.8606,15.8397,15.8435,4.649,2.452,0.0004,2.3153,0.1543,0.0093,0.0011,0
24.825,15.8424,15.8462,4.728,2.449,0,2.349,0.1502,0.0108,0,0
25.0808,15.8481,15.8519,4.804,2.4446,0.0003,2.3501,0.1508,0.0098,0,0
25.4455,15.861,15.8648,4.859,2.44,0,2.4308,0.1506,0.0091,0,0
25.4032,15.8842,15.888,4.894,2.4358,0,2.3189,0.1505,0.0087,0,0
25.3905,15.8979,15.9017,4.902,2.4305,0.0002,2.2905,0.1495,0.0095,0.0011,0
25.1838,15.9045,15.9084,4.899,2.428,0,2.3748,0.1496,0.0082,0,0
24.9622,15.9029,15.9068,4.873,2.4249,0,2.3321,0.149,0.0084,0.0006,0
24.9878,15.8934,15.8972,4.846,2.4224,0,2.3986,0.1524,0.009,0,0
25.0233,15.8851,15.8889,4.811,2.4231,0.0002,2.4491,0.1516,0.0084,0,0
25.0198,15.8806,15.8844,4.772,2.424,0,2.4508,0.1511,0.0089,0,0
25.0755,15.8781,15.8819,4.745,2.4261,0.0001,2.3919,0.1572,0.0099,0.0002,0
25.1633,15.8784,15.8823,4.717,2.4266,0,2.1714,0.1571,0.0103,0.0005,0
25.1729,15.8813,15.8851,4.693,2.427,0.0001,2.4069,0.1581,0.0111,0.0002,0
25.201,15.8837,15.8875,4.668,2.4264,0,2.4825,0.1573,0.0105,0.0002,0
25.1747,15.8848,15.8886,4.653,2.4251,0.0001,2.4163,0.1612,0.0088,0,0
25.1983,15.8844,15.8882,4.631,2.4251,0.0001,2.3828,0.1612,0.0108,0,0
25.2629,15.8843,15.8881,4.622,2.4234,0.0006,2.4035,0.1614,0.0095,0.0008,0
25.3251,15.8863,15.8901,4.626,2.424,0,2.4143,0.1618,0.0077,0.0001,0
25.3042,15.8901,15.8939,4.634,2.4237,0.0011,2.3162,0.1621,0.0092,0,0
25.2676,15.8916,15.8954,4.658,2.4253,0.0005,2.2856,0.1618,0.0095,0.0005,0
25.3026,15.8911,15.8949,4.691,2.426,0.0008,2.2643,0.1551,0.0097,0.0002,0
25.2975,15.891,15.8948,4.73,2.4264,0,2.3568,0.1552,0.0094,0,0
25.1399,15.8911,15.8949,4.765,2.4285,0,2.2982,0.1553,0.0076,0,0
25.0818,15.887,15.8908,4.807,2.4283,0,2.2504,0.1547,0.0092,0,0
25.1219,15.8806,15.8844,4.831,2.4298,0,2.2734,0.1591,0.0076,0,0
25.9248,15.8795,15.8833,4.84,2.429,0,2.3141,0.1595,0.0092,0,0
26.2517,15.9212,15.925,4.838,2.4302,0.0002,2.2824,0.1592,0.0107,0.0008,0
25.9452,15.9777,15.9815,4.82,2.4321,0,2.1592,0.1725,0.011,0,0
25.7717,15.9969,16.0007,4.792,2.4324,0.0002,2.1559,0.1713,0.0106,0,0
25.6849,15.9925,15.9964,4.742,2.434,0.0001,2.2788,0.1715,0.0105,0,0
25.6262,15.9811,15.9849,4.687,2.4356,0.0012,2.1985,0.1716,0.0094,0,0
25.6461,15.9707,15.9745,4.619,2.4417,0.0001,2.3552,0.1798,0.0098,0.0007,0
25.7304,15.9648,15.9686,4.567,2.4483,0.0007,2.3072,0.1807,0.0083,0.0007,0
25.7855,15.9667,15.9705,4.525,2.4548,0,2.3336,0.18,0.0083,0,0
25.8134,15.9718,15.9756,4.499,2.4594,0.0003,2.3698,0.1665,0.0084,0,0
25.8135,15.9772,15.981,4.514,2.4663,0.0006,2.1929,0.1673,0.01,0,0
25.7716,15.9797,15.9836,4.562,2.4695,0.0006,2.2305,0.1668,0.0094,0,0
25.8337,15.9791,15.9829,4.63,2.473,0.0001,2.1971,0.1682,0.0075,0.0002,0
25.8752,15.9821,15.9859,4.726,2.477,0,2.1225,0.1682,0.008,0,0
25.8447,15.9882,15.992,4.83,2.4801,0.0002,2.2148,0.1679,0.0095,0.0002,0
25.7034,15.9911,15.9949,4.918,2.4846,0.0002,2.2469,0.1681,0.0096,0,0
25.6486,15.9868,15.9906,4.99,2.4876,0.0005,2.0765,0.1655,0.0098,0,0
25.6661,15.979,15.9829,5.029,2.4891,0,2.1785,0.1656,0.0088,0,0
26.2753,15.977,15.9808,5.025,2.4931,0.0001,2.2287,0.166,0.0098,0.0008,0
26.1621,16.0001,16.0039,4.98,2.4927,0,2.2323,0.1784,0.0105,0.0008,0
25.864,16.017,16.0209,4.913,2.4983,0,2.3637,0.1788,0.0105,0,0
25.8312,16.0092,16.013,4.818,2.5021,0,2.28,0.1787,0.0088,0.0008,0
25.781,15.9999,16.0037,4.718,2.5009,0.0002,2.276,0.1817,0.0089,0,0
25.7661,15.9934,15.9972,4.624,2.5032,0.0015,2.3491,0.1853,0.0101,0,0
25.8752,15.9892,15.9931,4.547,2.5055,0.0002,1.984,0.1852,0.011,0.0007,0
26.0388,15.9929,15.9968,4.499,2.5068,0.0002,1.9763,0.1846,0.0095,0,0
26.3363,16.0062,16.0101,4.494,2.51,0,1.8139,0.1814,0.0095,0,0
26.7019,16.0306,16.0345,4.533,2.5119,0.0008,2.0587,0.182,0.009,0,0
26.8318,16.0667,16.0705,4.603,2.5129,0.0001,2.0998,0.182,0.0095,0,0
26.7885,16.1009,16.1048,4.691,2.5139,0.0002,2.1364,0.1828,0.0091,0.0003,0
26.8213,16.1169,16.1207,4.783,2.5178,0,2.1285,0.1836,0.0103,0.0007,0
26.8501,16.1263,16.1301,4.851,2.5208,0.0001,2.0449,0.1839,0.0106,0.0005,0
26.903,16.1376,16.1415,4.89,2.5294,0.0002,2.045,0.1832,0.0088,0,0
26.9783,16.1533,16.1572,4.897,2.5361,0,1.9207,0.1894,0.0093,0.0007,0
26.8826,16.1749,16.1788,4.851,2.5451,0.0005,2.1409,0.1901,0.0088,0.0005,0
26.7995,16.1811,16.1849,4.783,2.5546,0.0002,1.9489,0.1895,0.01,0.0004,0
26.7511,16.1713,16.1751,4.68,2.5654,0,1.9615,0.1974,0.009,0.0001,0
26.6989,16.1598,16.1637,4.573,2.5743,0.0001,2.017,0.1983,0.0089,0,0
26.6325,16.1475,16.1514,4.463,2.5824,0,1.9123,0.1978,0.0101,0,0
26.7351,16.1365,16.1404,4.391,2.5914,0.0005,1.9465,0.1961,0.0101,0.0004,0
26.8306,16.1366,16.1405,4.358,2.6,0,1.8975,0.1949,0.0092,0,0
26.9232,16.1491,16.153,4.364,2.6077,0.0006,1.9213,0.1962,0.0117,0,0
26.9526,16.1685,16.1723,4.43,2.6128,0,1.855,0.1955,0.0103,0,0
26.9869,16.1854,16.1893,4.54,2.6176,0,1.892,0.1888,0.0114,0.0002,0
26.9755,16.2003,16.2041,4.667,2.6221,0.0007,1.8215,0.1893,0.0111,0.0001,0
26.9468,16.2085,16.2124,4.804,2.6255,0,1.9685,0.1884,0.012,0.0001,0
26.9203,16.2096,16.2135,4.917,2.6307,0,1.911,0.191,0.0098,0.0003,0
26.9885,16.2053,16.2092,5,2.6336,0.0009,1.9074,0.1917,0.0117,0.0005,0
27.026,16.2098,16.2137,5.046,2.6377,0.0009,1.9347,0.1913,0.011,0.0008,0
27.0232,16.2201,16.224,5.039,2.6417,0,1.9271,0.1913,0.0126,0,0
26.9744,16.2275,16.2314,4.974,2.6447,0,1.9707,0.1918,0.0111,0,0
26.938,16.2254,16.2293,4.851,2.6492,0,2.0448,0.192,0.0131,0.0004,0
26.9321,16.2171,16.221,4.696,2.6506,0,1.9046,0.192,0.0119,0.0013,0
26.9102,16.2101,16.214,4.525,2.6536,0,1.9011,0.2023,0.0098,0,0
26.8882,16.2032,16.2071,4.358,2.6564,0.0008,1.8135,0.2014,0.0108,0,0
26.8645,16.1951,16.199,4.214,2.6599,0,1.9345,0.2019,0.0104,0,0
26.8466,16.1865,16.1904,4.118,2.661,0,1.8603,0.1961,0.0105,0,0
26.8194,16.1778,16.1816,4.068,2.6638,0.0004,2.0079,0.1963,0.0114,0.0002,0
26.6667,16.1671,16.171,4.081,2.6683,0.0008,1.9123,0.1955,0.0109,0,0
26.4564,16.1418,16.1457,4.149,2.6661,0.0002,1.9502,0.1954,0.0107,0,0
26.2563,16.0991,16.103,4.265,2.6679,0,2.0188,0.1812,0.011,0,0
26.3393,16.0561,16.06,4.394,2.6632,0.0001,2.1431,0.182,0.0103,0.0002,0
26.4894,16.0321,16.036,4.544,2.6635,0.001,2.1064,0.1812,0.0113,0,0
26.322,16.0294,16.0333,4.668,2.6605,0.0004,2.1212,0.1792,0.0098,0,0
26.2586,16.025,16.0289,4.776,2.6552,0,2.0775,0.1789,0.0089,0,0
26.425,16.0167,16.0206,4.846,2.6488,0,2.0931,0.1792,0.0105,0.0004,0
26.3909,16.024,16.0278,4.856,2.6413,0,1.9839,0.1872,0.0111,0,0
26.4573,16.03,16.0338,4.826,2.6339,0.0003,2.0507,0.1876,0.0108,0.0007,0
26.4745,16.0352,16.039,4.758,2.6268,0.0002,2.0603,0.1874,0.0099,0.0003,0
26.5004,16.0385,16.0424,4.662,2.6205,0.0004,2.0507,0.1872,0.0093,0.0011,0
26.4808,16.0423,16.0461,4.569,2.6142,0.0002,2.0246,0.197,0.0092,0.0002,0
26.4742,16.0442,16.048,4.486,2.6102,0,2.0332,0.1969,0.01,0,0
26.4752,16.044,16.0479,4.425,2.6051,0,2.0336,0.1967,0.009,0,0
26.4379,16.0434,16.0472,4.388,2.6025,0.0004,2.1481,0.1863,0.0098,0,0
26.1736,16.0424,16.0462,4.386,2.6008,0,1.8762,0.1866,0.0092,0.0005,0
25.9734,16.034,16.0379,4.394,2.5986,0.0007,2.097,0.1862,0.0097,0.0005,0
26.3166,16.0196,16.0234,4.414,2.5966,0.0008,2.0412,0.1861,0.0105,0,0
26.5473,16.021,16.0249,4.436,2.5959,0,2.0095,0.1728,0.0093,0,0
26.5947,16.036,16.0399,4.455,2.5949,0.0011,1.9993,0.1727,0.0096,0.0002,0
26.6049,16.0476,16.0515,4.469,2.5937,0,2.1171,0.1725,0.0101,0.0003,0
26.6109,16.0527,16.0565,4.486,2.5915,0.0006,2.0848,0.1726,0.0085,0,0
26.6004,16.0536,16.0574,4.493,2.5885,0.0004,2.2232,0.173,0.0091,0,0
26.5781,16.0526,16.0564,4.513,2.5873,0,2.3014,0.1729,0.0108,0,0
26.5607,16.049,16.0528,4.539,2.5874,0,2.0983,0.1732,0.0095,0,0
26.544,16.0436,16.0474,4.585,2.588,0,2.0859,0.173,0.0088,0,0
26.5263,16.0374,16.0413,4.62,2.5887,0,2.2225,0.1724,0.0093,0.0003,0
26.5775,16.0312,16.035,4.668,2.5893,0.0006,2.2351,0.1733,0.0095,0,0
26.8711,16.0368,16.0406,4.71,2.5906,0.0003,2.0362,0.1726,0.0113,0,0
26.8882,16.0769,16.0808,4.732,2.5918,0,1.9435,0.1733,0.0108,0.0002,0
26.7032,16.1158,16.1197,4.736,2.5939,0.0005,2.1563,0.173,0.0101,0,0
26.5275,16.1356,16.1395,4.716,2.5949,0.0008,2.0603,0.1897,0.0099,0,0
26.4901,16.1352,16.139,4.675,2.5966,0,2.1553,0.1892,0.0082,0,0
26.5109,16.1127,16.1166,4.62,2.5977,0.0002,2.059,0.1902,0.0088,0.0002,0
26.4348,16.0912,16.095,4.566,2.6,0,2.1779,0.1868,0.0104,0,0
26.3994,16.0691,16.0729,4.511,2.602,0.0001,2.1114,0.1871,0.0108,0.0001,0
26.3655,16.0512,16.0551,4.469,2.6049,0.0004,2.1638,0.1866,0.0091,0.0001,0
26.397,16.0384,16.0422,4.43,2.605,0.0002,2.0895,0.1868,0.0101,0.0002,0
26.4109,16.0284,16.0322,4.413,2.6041,0.001,2.2458,0.1906,0.0111,0.0004,0
26.3541,16.0205,16.0243,4.407,2.604,0.0006,2.2856,0.1908,0.0109,0.0009,0
26.2475,16.0106,16.0145,4.425,2.6029,0,2.2287,0.1905,0.0096,0,0
26.3257,15.9978,16.0016,4.442,2.6007,0.0014,2.2822,0.1839,0.01,0.0005,0
26.0599,15.9918,15.9956,4.478,2.5982,0,2.1925,0.184,0.0098,0.0003,0
25.8748,15.9746,15.9785,4.532,2.5974,0.0003,2.3153,0.1834,0.0105,0.0002,0
25.8586,15.9511,15.955,4.581,2.5945,0,2.3251,0.183,0.0093,0.0004,0
25.9974,15.9385,15.9423,4.645,2.5914,0.0008,2.2211,0.1745,0.0095,0,0
25.8829,15.9416,15.9455,4.709,2.5877,0.0006,2.3018,0.1743,0.01,0,0
25.7903,15.9477,15.9515,4.777,2.583,0,2.2625,0.1741,0.0106,0,0
25.747,15.9508,15.9546,4.836,2.5777,0.0004,2.3131,0.1638,0.0093,0.0002,0
25.8078,15.9504,15.9542,4.88,2.574,0.0005,2.2767,0.1646,0.0098,0,0
25.83,15.9518,15.9557,4.923,2.5676,0,2.1167,0.1643,0.0102,0.0003,0
25.8196,15.9537,15.9575,4.926,2.5606,0,2.3367,0.164,0.0095,0.0002,0
25.8057,15.9532,15.957,4.902,2.556,0.0002,2.3458,0.1646,0.0095,0.0002,0
25.7884,15.9507,15.9546,4.836,2.5503,0.0003,2.2331,0.1646,0.0098,0,0
25.7429,15.9459,15.9498,4.751,2.5465,0.0008,2.3327,0.1638,0.0098,0.0008,0
25.7294,15.9407,15.9445,4.655,2.5406,0,2.2884,0.1771,0.0103,0.0005,0
25.6941,15.9357,15.9395,4.553,2.5358,0,2.2652,0.1775,0.0082,0.0003,0
25.6281,15.9291,15.933,4.457,2.5322,0.0001,2.1935,0.1779,0.0089,0,0
25.6117,15.9193,15.9232,4.376,2.5264,0,2.2741,0.1784,0.0095,0.0002,0
25.4397,15.9119,15.9158,4.326,2.5231,0,2.3684,0.1785,0.0091,0.0013,0
25.386,15.9065,15.9103,4.319,2.5189,0,2.4108,0.1788,0.0095,0,0
25.3288,15.898,15.9018,4.354,2.5163,0,2.3395,0.1669,0.0093,0.001,0
25.4106,15.8887,15.8925,4.42,2.5132,0,2.2748,0.1666,0.0089,0,0
25.5074,15.8888,15.8926,4.528,2.5084,0.0002,2.3722,0.167,0.0088,0,0
25.3599,15.8979,15.9017,4.659,2.5058,0.0001,2.3375,0.1667,0.0084,0.0002,0
25.0086,15.9037,15.9075,4.795,2.5005,0,2.3369,0.1567,0.0085,0.0008,0
26.154,15.9119,15.9158,4.927,2.4985,0,2.3958,0.1566,0.0098,0,0
26.4893,15.9568,15.9606,5.037,2.4905,0.0004,2.3323,0.1565,0.0097,0.0002,0
26.3467,16.0126,16.0165,5.114,2.4879,0,2.1859,0.1616,0.009,0.001,0
26.0174,16.0394,16.0432,5.138,2.485,0.0005,2.2212,0.1627,0.0084,0,0
25.8937,16.0251,16.0289,5.104,2.4826,0,2.2666,0.1622,0.0104,0.0001,0
25.7242,16.0048,16.0087,5.012,2.4813,0,2.293,0.1618,0.0086,0.0007,0
25.6559,15.9859,15.9897,4.881,2.4818,0.0005,2.1219,0.1754,0.0102,0.0005,0
25.7791,15.9715,15.9753,4.72,2.4869,0.0003,2.2695,0.1755,0.0106,0.0002,0
25.7587,15.9683,15.9722,4.552,2.4907,0.0001,2.2232,0.1751,0.009,0,0
25.589,15.9675,15.9714,4.39,2.4979,0,2.2529,0.1624,0.0087,0,0
25.5074,15.9595,15.9633,4.272,2.4997,0,2.2252,0.1634,0.01,0.0005,0
25.3654,15.9487,15.9525,4.196,2.5036,0.0009,2.2616,0.1627,0.008,0,0
25.2145,15.9333,15.9371,4.183,2.5035,0.0002,2.3564,0.1857,0.009,0.0003,0
25.0928,15.9149,15.9187,4.217,2.5036,0.0002,2.2206,0.1864,0.0092,0,0
25.1229,15.9016,15.9054,4.301,2.5034,0.0001,2.3677,0.1864,0.0082,0.0008,0
25.562,15.8804,15.8842,4.423,2.5015,0,2.3121,0.1864,0.0106,0,0
25.8847,15.8765,15.8803,4.564,2.4996,0.0002,2.3769,0.1565,0.0092,0,0
25.9828,15.9004,15.9042,4.712,2.4952,0.0011,2.2637,0.157,0.0095,0.0002,0
25.9284,15.9302,15.934,4.846,2.4918,0,2.1636,0.1561,0.0088,0,0
25.8435,15.9514,15.9553,4.958,2.4868,0.0006,2.2003,0.1593,0.0114,0,0
25.9351,15.9579,15.9617,5.036,2.4824,0,2.2866,0.1609,0.011,0.0009,0
25.9428,15.9639,15.9677,5.075,2.4799,0.0009,2.2509,0.1595,0.0096,0,0
25.9603,15.968,15.9719,5.073,2.4786,0.0001,2.3222,0.1629,0.0103,0.0004,0
25.9033,15.9702,15.974,5.027,2.4807,0.0005,2.2907,0.1638,0.0108,0,0
25.818,15.9684,15.9723,4.937,2.4834,0,2.2564,0.1638,0.0105,0.0002,0
25.7131,15.9612,15.965,4.823,2.4863,0.0009,2.322,0.1651,0.0099,0,0
25.66,15.9496,15.9534,4.69,2.4887,0,2.1391,0.1642,0.0111,0.0007,0
25.655,15.9389,15.9427,4.559,2.4908,0.0001,2.1487,0.1638,0.0092,0,0
25.687,15.933,15.9369,4.437,2.4926,0.0002,2.277,0.1645,0.0092,0.0003,0
25.7253,15.9315,15.9353,4.346,2.4968,0,2.1917,0.164,0.0089,0.0009,0
25.7334,15.9319,15.9357,4.293,2.4968,0.0012,2.2071,0.1633,0.0081,0,0
25.5869,15.9326,15.9365,4.275,2.4972,0.0005,2.3251,0.1645,0.0095,0,0
25.2986,15.9308,15.9346,4.298,2.4981,0,2.224,0.1642,0.0075,0.0005,0
24.9927,15.9282,15.932,4.355,2.4977,0,2.2644,0.1575,0.0097,0.0007,0
25.0497,15.9279,15.9317,4.441,2.4976,0.0007,2.2862,0.1575,0.0111,0.001,0
25.2256,15.9251,15.9289,4.539,2.4973,0,2.3029,0.1572,0.0082,0,0
25.1793,15.9162,15.9201,4.645,2.4973,0.0005,2.3008,0.1512,0.0098,0.0005,0
25.1508,15.9059,15.9097,4.745,2.494,0.0002,2.3922,0.1521,0.0098,0.0003,0
25.121,15.9001,15.9039,4.833,2.4913,0,2.4239,0.1516,0.0106,0,0
25.1517,15.8958,15.8996,4.909,2.4847,0,2.4666,0.1607,0.0089,0,0
25.4969,15.8876,15.8914,4.96,2.4809,0.0011,2.4108,0.1605,0.0095,0.0011,0
25.4908,15.8902,15.894,4.977,2.4757,0,2.3516,0.1607,0.0088,0,0
25.6212,15.899,15.9029,4.971,2.4714,0,2.3521,0.1615,0.01,0,0
25.3083,15.9072,15.9111,4.946,2.4668,0,2.3051,0.1627,0.0087,0.0008,0
25.1868,15.9064,15.9103,4.893,2.4629,0,2.3735,0.1635,0.0098,0.0002,0
25.1893,15.9034,15.9072,4.828,2.4604,0.0005,2.2977,0.1638,0.0105,0.0011,0
25.1742,15.9007,15.9045,4.751,2.4585,0.0004,2.3487,0.1655,0.0095,0.0005,0
25.277,15.8983,15.9021,4.677,2.4583,0,2.3849,0.1637,0.0089,0.0011,0
25.4367,15.9025,15.9063,4.598,2.4565,0.0001,2.3429,0.1637,0.0088,0.0008,0
25.3796,15.9129,15.9167,4.519,2.4547,0.0011,2.3755,0.164,0.0098,0.0007,0
25.5247,15.9195,15.9233,4.456,2.4541,0.0005,2.413,0.1716,0.0095,0.0003,0
25.8013,15.9287,15.9325,4.404,2.4517,0.0001,2.2985,0.1717,0.0089,0.0003,0
25.8429,15.9461,15.9499,4.379,2.4511,0.0002,2.2309,0.172,0.0083,0.0008,0
25.8957,15.9601,15.9639,4.377,2.4506,0,2.2637,0.1711,0.009,0.0011,0
25.6348,15.968,15.9719,4.414,2.4515,0.0009,2.1992,0.1705,0.009,0,0
25.2981,15.96,15.9638,4.48,2.4527,0.0002,2.1654,0.1703,0.0085,0.0004,0
25.7648,15.9384,15.9422,4.576,2.4542,0.0001,2.1932,0.1595,0.0091,0.001,0
25.8569,15.9396,15.9434,4.692,2.4584,0,2.2233,0.1594,0.0103,0.0006,0
26.0745,15.953,15.9569,4.821,2.4618,0,2.2921,0.1592,0.0108,0.0014,0
26.2353,15.9697,15.9735,4.959,2.4666,0.0002,2.3233,0.1597,0.01,0.0005,0
26.5188,15.9945,15.9984,5.081,2.4681,0,2.2523,0.1598,0.0095,0,0
26.6222,16.0311,16.0349,5.172,2.4703,0.0006,2.1497,0.1591,0.011,0.0007,0
26.6142,16.0643,16.0681,5.212,2.4746,0.0002,2.134,0.1595,0.0113,0.001,0
26.5261,16.0825,16.0864,5.201,2.4784,0.0006,2.221,0.1774,0.0092,0.0016,0
26.2876,16.0872,16.0911,5.125,2.4847,0,2.1274,0.1778,0.0099,0,0
26.1094,16.0735,16.0773,4.994,2.4916,0,2.3018,0.1778,0.0089,0.001,0
25.9388,16.0492,16.053,4.823,2.4978,0.0001,2.2052,0.1713,0.0103,0,0
25.8675,16.0249,16.0287,4.631,2.5094,0,2.2538,0.1703,0.0103,0,0
25.7568,16.0046,16.0085,4.429,2.5174,0,2.269,0.171,0.0105,0,0
25.6977,15.9874,15.9912,4.255,2.5257,0.0002,2.2408,0.1704,0.0101,0,0
25.6609,15.9742,15.978,4.13,2.5323,0.0004,2.1937,0.181,0.0095,0,0
25.5831,15.9648,15.9687,4.062,2.5361,0,2.3313,0.1798,0.0088,0.0008,0
25.5436,15.9551,15.9589,4.069,2.5373,0,2.2881,0.1804,0.0096,0.0001,0
25.5275,15.9467,15.9505,4.143,2.5367,0.0002,2.2659,0.1727,0.0097,0.0008,0
25.3405,15.9401,15.944,4.276,2.5338,0.0006,2.1999,0.1724,0.0105,0,0
25.3711,15.9311,15.935,4.444,2.5296,0.0008,2.1845,0.1727,0.0105,0.0003,0
25.8038,15.926,15.9299,4.621,2.5253,0,2.2371,0.1731,0.0106,0,0
25.8243,15.9366,15.9404,4.807,2.5223,0,2.1424,0.174,0.0083,0.0006,0
25.7363,15.9471,15.9509,4.951,2.5184,0,2.0308,0.1741,0.0095,0.0005,0
25.7979,15.9467,15.9505,5.051,2.512,0.0004,2.1037,0.1741,0.0102,0,0
25.8143,15.9485,15.9523,5.094,2.5063,0.0005,2.1561,0.1762,0.0096,0,0
25.8194,15.9511,15.955,5.063,2.503,0,2.1418,0.1767,0.0098,0.0009,0
25.7228,15.9535,15.9573,4.967,2.5012,0,2.2638,0.1768,0.009,0.0002,0
25.6562,15.9524,15.9562,4.837,2.4972,0.0006,2.2621,0.182,0.0086,0.0003,0
25.5986,15.9483,15.9522,4.683,2.4936,0,2.2361,0.1829,0.0095,0.0005,0
25.5516,15.9433,15.9471,4.527,2.4972,0.0007,2.2142,0.1833,0.0098,0,0
25.5441,15.939,15.9428,4.395,2.4957,0.0005,2.2349,0.1818,0.0107,0,0
25.5145,15.9355,15.9393,4.301,2.4938,0.0007,2.2352,0.1716,0.0089,0.0004,0
25.4545,15.9325,15.9363,4.263,2.4937,0.0003,2.2035,0.1717,0.0092,0.0009,0
25.2962,15.9283,15.9321,4.276,2.4937,0,2.3046,0.1718,0.009,0,0
25.2491,15.9237,15.9275,4.331,2.4921,0,2.2898,0.1621,0.0085,0,0
25.2633,15.9202,15.924,4.427,2.4899,0.0002,2.2797,0.1624,0.0094,0,0
25.4342,15.9194,15.9232,4.551,2.4889,0.0002,2.1809,0.1614,0.0093,0.0002,0
